image_id,crop_type,disease,severity,leaf_color_r,leaf_color_g,leaf_color_b,texture_contrast,texture_homogeneity,lesion_area_pct,image_width,image_height,brightness
2789,tomato,mosaic_virus,moderate,135.558,158.006,102.04,0.275,0.796,6.4,512,224,131.868
12729,corn,healthy,mild,84.596,171.106,93.796,0.16,0.922,0.82,224,256,116.499
10274,corn,healthy,moderate,119.227,177.555,62.863,0.286,0.731,0.75,512,224,119.882
10562,corn,healthy,moderate,81.728,183.978,73.509,0.214,0.81,0.43,256,224,113.072
2499,tomato,mosaic_virus,severe,179.681,154.338,84.072,0.466,0.627,24.35,256,256,139.364
23077,grape,black_rot,mild,68.335,77.496,53.002,0.747,0.413,23.66,256,256,66.278
8581,potato,healthy,severe,92.114,162.793,74.599,0.159,0.907,0.16,256,256,109.835
14876,corn,gray_leaf_spot,moderate,145.566,159.05,122.627,0.593,0.482,40.28,224,224,142.414
5513,potato,early_blight,moderate,192.405,157.6,51.045,0.58,0.574,18.15,512,512,133.683
1484,tomato,leaf_mold,mild,121.69,109.254,91.196,0.403,0.63,9.24,256,224,107.38
19230,wheat,rust,severe,212.686,154.992,83.43,0.688,0.489,73.23,224,256,150.369
20250,grape,black_rot,mild,72.149,62.215,64.65,0.894,0.276,34.67,512,256,66.338
2882,tomato,early_blight,severe,154.254,154.33,58.706,0.564,0.555,33.55,512,256,122.43
969,tomato,healthy,moderate,108.073,181.709,64.918,0.259,0.799,1.58,256,256,118.233
16970,wheat,septoria,mild,168.473,168.03,114.65,0.778,0.37,20.24,256,224,150.384
7475,potato,early_blight,severe,188.936,143.535,57.896,0.444,0.629,32.08,224,224,130.122
10518,corn,rust,severe,229.177,143.759,81.852,0.511,0.604,73.33,256,512,151.596
16642,wheat,healthy,severe,86.525,165.129,93.943,0.258,0.763,2.7,224,512,115.199
3171,tomato,leaf_mold,moderate,111.983,126.48,86.685,0.539,0.544,29.27,224,224,108.383
24506,grape,downy_mildew,severe,157.737,140.951,102.194,0.689,0.399,62.73,224,512,133.627
5011,potato,late_blight,mild,112.283,102.685,61.771,0.655,0.495,15.01,224,224,92.246
22266,grape,black_rot,mild,52.098,71.021,54.596,0.643,0.471,25.95,512,224,59.238
18581,wheat,powdery_mildew,mild,210.399,220.203,227.601,0.326,0.778,27.42,224,512,219.401
624,tomato,leaf_mold,moderate,121.378,102.457,93.619,0.338,0.716,35.24,512,224,105.818
16629,wheat,septoria,mild,196.178,167.883,113.375,0.766,0.421,21.99,512,512,159.145
4755,tomato,healthy,severe,83.464,185.869,84.065,0.159,0.83,2.6,224,256,117.799
22425,grape,downy_mildew,moderate,122.818,129.406,108.036,0.676,0.472,27.05,224,224,120.087
14234,corn,rust,severe,216.62,135.955,92.639,0.561,0.594,40.87,256,512,148.405
9959,potato,early_blight,moderate,179.81,147.897,81.854,0.695,0.446,11.43,512,224,136.52
15425,wheat,healthy,mild,100.336,172.911,95.896,0.104,0.895,0.28,224,224,123.048
15169,wheat,healthy,moderate,116.569,148.736,80.4,0.259,0.743,1.76,256,512,115.235
12974,corn,powdery_mildew,moderate,232.153,200.543,219.992,0.296,0.798,38.19,224,224,217.563
692,tomato,early_blight,moderate,188.508,148.705,70.694,0.421,0.647,18.03,224,256,135.969
19439,wheat,healthy,moderate,116.748,157.445,93.397,0.198,0.835,0.55,224,224,122.53
13672,corn,gray_leaf_spot,mild,142.989,140.556,107.138,0.538,0.61,12.68,512,512,130.228
2765,tomato,mosaic_virus,mild,157.178,153.37,115.554,0.453,0.67,3.48,512,224,142.034
1874,tomato,healthy,mild,83.326,179.376,87.535,0.148,0.896,0.92,224,256,116.746
761,tomato,healthy,moderate,102.703,141.61,65.565,0.295,0.813,1.14,512,512,103.293
10639,corn,healthy,mild,80.5,180.711,66.829,0.141,0.873,0.1,512,256,109.347
23554,grape,healthy,severe,107.181,144.508,99.41,0.237,0.841,2.81,224,224,117.033
222,tomato,leaf_mold,mild,110.208,112.331,84.397,0.381,0.658,9.84,256,512,102.312
2439,tomato,healthy,severe,93.387,162.41,84.513,0.258,0.816,1.97,512,256,113.437
15485,wheat,healthy,mild,98.954,180.622,72.459,0.243,0.806,0.27,224,224,117.345
20954,grape,black_rot,severe,65.989,59.927,80.725,0.669,0.511,75.72,512,512,68.88
2769,tomato,early_blight,moderate,198.945,153.955,88.719,0.571,0.584,10.78,224,256,147.206
940,tomato,leaf_mold,moderate,145.09,138.015,91.22,0.419,0.626,35.23,256,224,124.775
13531,corn,healthy,severe,100.776,149.701,89.293,0.27,0.821,2.17,256,512,113.257
15431,wheat,rust,severe,207.042,153.073,70.64,0.57,0.57,42.51,512,512,143.585
6050,potato,early_blight,moderate,169.432,138.705,63.561,0.535,0.545,20.41,256,512,123.899
855,tomato,late_blight,mild,125.0,110.695,69.46,0.703,0.422,29.59,512,224,101.718
256,tomato,healthy,mild,92.22,174.972,69.366,0.231,0.836,0.0,256,224,112.186
2966,tomato,leaf_mold,mild,142.902,120.176,72.54,0.456,0.59,11.63,256,256,111.873
1819,tomato,healthy,mild,86.648,183.009,84.554,0.176,0.86,0.35,512,256,118.07
7505,potato,late_blight,moderate,136.546,109.498,60.93,0.789,0.411,36.57,512,512,102.325
11115,corn,healthy,moderate,97.755,173.111,77.535,0.245,0.814,0.39,512,256,116.134
18374,wheat,septoria,moderate,183.866,178.009,125.034,0.79,0.364,42.51,224,224,162.303
14477,corn,gray_leaf_spot,mild,148.511,151.486,111.144,0.646,0.477,18.89,224,224,137.047
14064,corn,gray_leaf_spot,mild,174.248,134.506,111.801,0.683,0.404,18.66,256,224,140.185
484,tomato,mosaic_virus,moderate,138.189,161.314,96.344,0.491,0.65,19.25,224,512,131.949
23578,grape,downy_mildew,mild,145.103,147.22,96.935,0.592,0.563,12.65,256,224,129.753
24487,grape,downy_mildew,moderate,126.998,140.835,126.164,0.425,0.611,40.84,512,512,131.332
7580,potato,late_blight,mild,145.705,110.0,91.551,0.531,0.54,15.32,512,224,115.752
10474,corn,rust,mild,223.191,133.825,75.909,0.58,0.506,13.06,224,512,144.308
17564,wheat,septoria,moderate,199.83,169.59,109.474,0.643,0.473,29.33,512,512,159.631
19620,wheat,rust,mild,226.404,149.332,64.338,0.552,0.518,20.7,224,512,146.691
22605,grape,black_rot,mild,78.518,87.315,78.016,0.651,0.505,22.88,256,256,81.283
9392,potato,late_blight,severe,101.609,84.715,71.6,0.571,0.502,67.29,256,512,85.975
19178,wheat,septoria,moderate,187.568,151.559,108.165,0.732,0.461,35.23,512,224,149.097
2541,tomato,early_blight,moderate,169.961,132.958,72.067,0.544,0.542,15.62,256,512,124.995
7831,potato,early_blight,moderate,160.685,123.642,52.996,0.628,0.496,11.35,224,256,112.441
1908,tomato,late_blight,moderate,110.722,91.359,78.996,0.504,0.572,33.14,224,512,93.692
6675,potato,late_blight,moderate,140.076,101.753,62.235,0.787,0.388,26.79,256,512,101.355
1766,tomato,late_blight,mild,147.918,96.201,75.081,0.746,0.415,29.88,224,256,106.4
9012,potato,early_blight,mild,173.998,159.304,70.343,0.559,0.515,7.33,256,256,134.548
5029,potato,healthy,moderate,87.556,156.666,61.065,0.115,0.866,0.24,512,256,101.762
18802,wheat,powdery_mildew,mild,203.611,205.424,200.72,0.343,0.699,25.04,224,512,203.252
5862,potato,healthy,severe,99.434,140.379,81.913,0.194,0.89,2.39,224,224,107.242
3259,tomato,healthy,mild,84.911,140.795,60.262,0.127,0.935,0.13,512,512,95.323
4510,tomato,leaf_mold,severe,118.99,123.242,87.044,0.516,0.632,58.14,256,256,109.759
21092,grape,powdery_mildew,mild,237.056,227.018,207.211,0.376,0.713,25.82,512,512,223.762
22000,grape,healthy,mild,99.726,154.848,93.9,0.16,0.865,0.81,224,512,116.158
34,tomato,late_blight,mild,139.369,84.324,94.887,0.758,0.366,26.79,256,256,106.193
6478,potato,healthy,severe,113.7,172.667,96.042,0.196,0.825,2.62,256,224,127.47
10657,corn,healthy,moderate,104.938,173.403,69.05,0.143,0.914,1.07,256,224,115.797
4736,tomato,leaf_mold,mild,130.733,108.994,90.415,0.572,0.591,12.55,256,256,110.047
3650,tomato,late_blight,mild,134.771,84.195,99.224,0.617,0.514,20.74,256,256,106.063
10017,corn,rust,severe,213.315,159.658,69.625,0.566,0.574,45.99,256,256,147.533
14715,corn,powdery_mildew,mild,213.225,214.887,204.54,0.354,0.761,18.87,256,256,210.884
5339,potato,healthy,moderate,96.355,140.987,89.162,0.285,0.81,0.81,256,512,108.835
13160,corn,powdery_mildew,moderate,221.944,215.048,210.858,0.23,0.787,30.89,224,512,215.95
20173,grape,downy_mildew,moderate,139.369,139.27,91.594,0.569,0.559,25.75,512,512,123.411
3765,tomato,mosaic_virus,mild,175.479,176.408,85.077,0.486,0.567,5.69,256,224,145.655
1221,tomato,healthy,mild,88.024,157.56,85.889,0.116,0.902,0.09,256,224,110.491
4350,tomato,leaf_mold,severe,140.881,113.0,73.0,0.395,0.66,48.7,256,256,108.96
23291,grape,black_rot,moderate,85.794,53.844,84.316,0.78,0.365,79.27,256,512,74.651
2740,tomato,late_blight,moderate,126.532,117.163,62.085,0.777,0.386,49.08,224,512,101.927
7121,potato,late_blight,moderate,104.35,87.739,97.167,0.539,0.56,31.15,512,512,96.419
8201,potato,early_blight,mild,167.722,123.795,76.494,0.573,0.56,6.55,256,224,122.67
23070,grape,downy_mildew,mild,141.884,127.082,98.038,0.59,0.556,23.47,256,224,122.335
19319,wheat,septoria,mild,169.98,176.379,139.156,0.747,0.382,12.34,256,512,161.838
5695,potato,early_blight,mild,166.162,137.985,57.607,0.616,0.461,8.59,512,256,120.585
1769,tomato,leaf_mold,mild,145.539,102.869,100.991,0.352,0.735,13.86,256,512,116.466
20915,grape,black_rot,mild,68.694,86.147,79.127,0.816,0.328,38.7,224,512,77.989
19171,wheat,septoria,mild,181.552,166.468,100.352,0.52,0.547,21.12,256,256,149.457
4607,tomato,late_blight,mild,102.709,91.277,71.75,0.744,0.379,18.07,512,256,88.579
16504,wheat,septoria,moderate,170.467,140.033,104.598,0.742,0.374,30.93,256,256,138.366
121,tomato,healthy,moderate,100.959,159.788,72.411,0.168,0.849,0.34,512,512,111.053
18372,wheat,rust,moderate,208.422,169.856,61.906,0.562,0.501,26.94,256,512,146.728
12317,corn,powdery_mildew,mild,232.454,229.873,202.881,0.364,0.661,25.13,512,224,221.736
16649,wheat,rust,severe,211.087,162.138,74.012,0.585,0.553,45.0,256,256,149.079
7070,potato,late_blight,mild,138.735,110.194,83.584,0.643,0.491,16.95,224,512,110.838
19994,wheat,septoria,moderate,174.521,148.53,128.777,0.603,0.535,26.15,224,512,150.609
16800,wheat,rust,mild,224.258,168.738,86.039,0.78,0.412,20.99,224,256,159.678
4064,tomato,healthy,mild,99.679,179.218,60.51,0.135,0.859,0.32,224,512,113.136
20923,grape,healthy,moderate,83.642,183.373,62.695,0.271,0.788,0.11,512,512,109.903
23980,grape,healthy,moderate,85.431,161.077,77.308,0.11,0.92,0.86,224,512,107.939
13932,corn,gray_leaf_spot,severe,163.987,158.712,124.018,0.54,0.569,45.1,224,224,148.906
13709,corn,healthy,moderate,117.242,188.807,98.93,0.166,0.865,1.74,256,256,134.993
22877,grape,black_rot,moderate,63.303,80.247,80.103,0.664,0.457,70.23,256,224,74.551
4431,tomato,early_blight,severe,162.817,120.897,73.701,0.607,0.476,23.21,256,224,119.138
1600,tomato,leaf_mold,moderate,122.602,126.708,98.309,0.395,0.651,21.39,512,512,115.873
23677,grape,black_rot,mild,80.816,61.874,53.53,0.728,0.414,34.46,224,256,65.407
8759,potato,early_blight,moderate,159.776,153.075,81.234,0.505,0.619,22.52,256,224,131.362
16484,wheat,rust,moderate,199.236,156.464,92.902,0.669,0.46,46.77,224,224,149.534
8391,potato,healthy,mild,87.912,155.61,85.604,0.193,0.889,0.76,224,256,109.709
12487,corn,rust,severe,190.81,154.662,75.052,0.639,0.508,73.95,224,256,140.175
21183,grape,downy_mildew,moderate,148.838,119.315,90.804,0.562,0.593,33.87,512,224,119.652
8235,potato,healthy,mild,86.687,177.964,73.696,0.256,0.799,0.71,256,224,112.782
10138,corn,rust,severe,207.174,131.881,78.644,0.629,0.539,71.86,512,512,139.233
7439,potato,early_blight,moderate,163.106,148.528,77.637,0.568,0.578,16.17,256,224,129.757
23495,grape,black_rot,moderate,81.076,62.65,53.391,0.641,0.517,61.89,256,224,65.706
10104,corn,gray_leaf_spot,severe,147.709,140.02,100.178,0.485,0.61,65.06,224,256,129.302
8074,potato,early_blight,mild,186.445,149.036,72.937,0.459,0.673,9.02,224,256,136.139
9103,potato,healthy,moderate,104.995,148.458,75.173,0.265,0.753,1.57,512,256,109.542
10212,corn,healthy,severe,119.938,146.885,62.305,0.298,0.741,1.39,256,224,109.709
10653,corn,healthy,moderate,83.589,166.652,65.524,0.224,0.83,0.95,512,256,105.255
22359,grape,healthy,mild,118.265,169.892,85.637,0.153,0.918,0.3,512,512,124.598
8341,potato,early_blight,mild,168.301,134.122,75.644,0.493,0.649,11.69,224,224,126.022
10486,corn,powdery_mildew,mild,235.826,225.148,201.024,0.321,0.786,17.59,512,512,220.666
18915,wheat,septoria,severe,187.064,161.561,136.142,0.587,0.514,53.81,224,224,161.589
300,tomato,mosaic_virus,severe,147.562,168.767,113.152,0.437,0.658,24.56,224,224,143.16
4254,tomato,leaf_mold,severe,130.406,104.463,71.798,0.316,0.732,32.3,512,256,102.222
22370,grape,black_rot,moderate,74.13,70.103,68.151,0.723,0.386,65.67,256,256,70.795
5491,potato,late_blight,moderate,137.739,106.573,74.599,0.626,0.511,27.6,512,256,106.304
14688,corn,powdery_mildew,moderate,230.189,202.368,200.719,0.279,0.802,65.82,224,512,211.092
23587,grape,downy_mildew,moderate,135.014,123.977,104.998,0.526,0.552,30.91,512,224,121.33
15695,wheat,healthy,moderate,103.185,176.535,74.451,0.116,0.874,0.0,224,256,118.057
7696,potato,early_blight,moderate,189.146,136.663,59.472,0.563,0.508,15.66,256,256,128.427
13867,corn,healthy,moderate,100.848,165.478,70.042,0.142,0.93,1.31,256,224,112.123
10578,corn,rust,mild,200.374,135.392,73.946,0.791,0.334,12.29,256,224,136.571
19992,wheat,healthy,moderate,96.191,146.059,74.114,0.261,0.763,0.78,224,224,105.455
8513,potato,healthy,moderate,103.225,162.15,73.489,0.289,0.755,0.83,256,224,112.955
7071,potato,early_blight,moderate,154.313,144.062,55.016,0.444,0.673,26.59,256,256,117.797
1986,tomato,healthy,moderate,110.603,164.888,63.938,0.172,0.828,1.71,512,224,113.143
12966,corn,healthy,mild,96.594,182.979,79.336,0.158,0.894,0.83,512,224,119.636
18228,wheat,healthy,moderate,97.547,158.224,63.253,0.226,0.798,1.74,224,512,106.341
147,tomato,mosaic_virus,severe,149.332,198.686,99.848,0.349,0.763,19.18,224,512,149.289
337,tomato,late_blight,mild,101.096,100.185,64.926,0.713,0.459,19.07,512,256,88.736
22512,grape,healthy,mild,113.439,158.562,94.224,0.171,0.837,0.03,224,224,122.075
589,tomato,early_blight,severe,170.228,139.977,55.815,0.537,0.552,15.13,512,512,122.007
9253,potato,late_blight,moderate,127.224,116.111,78.05,0.681,0.501,40.97,224,512,107.128
13613,corn,healthy,mild,90.93,152.173,72.763,0.105,0.955,0.84,224,224,105.289
18819,wheat,healthy,moderate,87.103,181.453,72.583,0.257,0.778,0.8,256,224,113.713
1445,tomato,leaf_mold,moderate,145.592,135.724,73.739,0.577,0.55,17.34,256,512,118.352
21732,grape,healthy,mild,114.958,157.623,94.729,0.185,0.867,0.79,512,256,122.437
24477,grape,powdery_mildew,moderate,219.531,230.8,206.313,0.244,0.836,62.4,512,256,218.881
8687,potato,early_blight,moderate,199.436,157.009,59.07,0.6,0.558,14.13,224,256,138.505
15582,wheat,septoria,severe,176.677,150.356,137.589,0.764,0.431,35.9,224,256,154.874
19087,wheat,healthy,mild,95.782,174.172,62.184,0.142,0.857,0.53,224,512,110.713
14567,corn,healthy,mild,96.112,161.024,87.345,0.107,0.952,0.66,512,512,114.827
19545,wheat,septoria,severe,193.951,155.205,123.644,0.539,0.521,49.63,224,224,157.6
11377,corn,powdery_mildew,severe,235.342,219.943,225.049,0.238,0.799,72.55,512,224,226.778
5770,potato,healthy,mild,107.809,179.919,90.39,0.184,0.891,0.05,224,256,126.039
14058,corn,healthy,mild,91.572,179.899,91.904,0.124,0.924,0.29,256,512,121.125
4497,tomato,early_blight,moderate,177.981,129.396,76.516,0.414,0.639,26.27,224,256,127.964
7965,potato,late_blight,moderate,112.594,97.921,84.419,0.622,0.464,52.98,224,224,98.311
22622,grape,healthy,severe,114.323,165.561,74.579,0.226,0.805,0.71,512,224,118.154
21001,grape,healthy,mild,119.145,151.17,75.207,0.19,0.825,0.49,256,256,115.174
22946,grape,downy_mildew,severe,139.85,135.733,107.8,0.643,0.454,70.78,512,512,127.794
11000,corn,rust,mild,205.92,165.25,73.168,0.606,0.535,17.76,512,224,148.113
1357,tomato,healthy,mild,96.256,152.101,84.384,0.278,0.819,0.28,224,224,110.914
23738,grape,healthy,mild,84.771,174.222,78.577,0.221,0.794,0.2,256,256,112.523
15765,wheat,rust,mild,214.764,163.148,66.361,0.543,0.525,23.16,224,256,148.091
24692,grape,downy_mildew,moderate,140.877,111.068,110.893,0.404,0.683,49.62,512,256,120.946
8771,potato,late_blight,moderate,125.535,96.221,60.079,0.579,0.49,35.16,512,512,93.945
17503,wheat,powdery_mildew,severe,229.003,209.107,204.522,0.269,0.831,91.8,256,512,214.211
6779,potato,late_blight,mild,111.005,112.703,63.848,0.768,0.354,28.55,224,256,95.852
66,tomato,leaf_mold,moderate,127.619,107.375,72.055,0.582,0.532,35.55,256,256,102.35
11521,corn,rust,moderate,215.169,139.338,78.498,0.549,0.57,24.37,224,224,144.335
686,tomato,leaf_mold,moderate,134.703,104.828,78.964,0.377,0.682,23.88,224,512,106.165
7340,potato,late_blight,severe,149.368,91.213,63.967,0.656,0.489,42.09,256,224,101.516
21911,grape,downy_mildew,severe,135.909,135.859,104.811,0.564,0.538,61.95,224,256,125.526
12452,corn,powdery_mildew,moderate,232.633,210.965,195.616,0.363,0.703,46.26,224,512,213.071
2674,tomato,healthy,severe,98.925,166.783,74.093,0.205,0.855,2.8,512,224,113.267
20147,grape,healthy,mild,115.272,188.343,93.171,0.251,0.751,0.81,224,256,132.262
1030,tomato,early_blight,mild,170.931,150.62,78.455,0.541,0.527,13.7,256,224,133.335
24182,grape,black_rot,moderate,55.722,62.464,63.437,0.628,0.457,58.64,512,224,60.541
4319,tomato,healthy,mild,102.738,150.4,88.518,0.183,0.809,0.27,224,224,113.885
8961,potato,healthy,moderate,86.231,140.435,64.213,0.248,0.808,0.05,256,512,96.96
21181,grape,healthy,moderate,82.337,187.798,66.68,0.148,0.922,1.47,224,224,112.272
5486,potato,late_blight,mild,110.426,82.612,63.69,0.616,0.479,26.36,224,512,85.576
17089,wheat,healthy,mild,96.674,163.651,71.52,0.187,0.827,0.12,256,256,110.615
13816,corn,powdery_mildew,moderate,215.471,216.319,214.87,0.27,0.801,58.47,224,224,215.553
9379,potato,late_blight,moderate,132.242,106.191,88.277,0.795,0.354,49.7,256,512,108.903
17361,wheat,powdery_mildew,mild,206.966,209.396,206.127,0.259,0.798,29.62,512,512,207.496
7867,potato,early_blight,mild,191.808,136.342,85.946,0.696,0.416,9.93,512,512,138.032
8524,potato,healthy,severe,115.802,165.852,68.129,0.145,0.92,1.54,224,256,116.594
1813,tomato,healthy,moderate,119.301,167.64,92.294,0.249,0.756,1.83,224,256,126.412
7297,potato,late_blight,mild,132.73,94.711,99.732,0.512,0.62,27.69,224,512,109.058
8940,potato,healthy,severe,108.31,165.048,69.347,0.104,0.885,1.88,512,256,114.235
178,tomato,mosaic_virus,severe,177.73,190.231,91.618,0.286,0.793,15.29,256,512,153.193
3053,tomato,healthy,moderate,85.646,158.048,69.218,0.207,0.848,0.86,224,256,104.304
13864,corn,rust,severe,217.142,166.678,98.65,0.707,0.416,57.43,224,256,160.823
10760,corn,rust,moderate,199.752,142.489,71.125,0.661,0.491,39.94,512,512,137.789
18620,wheat,rust,mild,217.99,152.67,72.864,0.577,0.523,20.06,224,224,147.841
5184,potato,late_blight,mild,113.124,84.722,74.719,0.542,0.591,14.13,224,256,90.855
21040,grape,powdery_mildew,severe,233.017,206.405,211.804,0.222,0.814,65.17,224,256,217.075
16315,wheat,healthy,mild,85.981,155.067,85.544,0.14,0.902,0.94,224,224,108.864
11215,corn,rust,moderate,191.597,148.451,96.272,0.581,0.533,43.09,256,224,145.44
5772,potato,late_blight,mild,124.054,112.553,61.681,0.527,0.602,13.28,224,224,99.429
19044,wheat,healthy,severe,102.142,186.446,98.447,0.161,0.878,0.3,512,512,129.012
4846,tomato,leaf_mold,severe,110.803,132.76,85.247,0.329,0.73,47.74,256,512,109.603
581,tomato,early_blight,moderate,176.595,153.015,85.978,0.536,0.558,23.47,512,224,138.529
19037,wheat,healthy,mild,116.933,182.406,85.822,0.174,0.819,0.74,224,224,128.387
23461,grape,healthy,moderate,88.909,174.697,63.679,0.257,0.803,0.43,224,256,109.095
12963,corn,healthy,severe,113.051,166.179,96.498,0.248,0.809,0.7,224,256,125.243
21729,grape,black_rot,moderate,85.888,73.056,72.145,0.672,0.477,54.88,512,512,77.03
2901,tomato,mosaic_virus,severe,175.488,158.772,95.929,0.491,0.595,24.44,224,256,143.396
15158,wheat,powdery_mildew,moderate,229.191,209.304,198.586,0.386,0.642,66.16,512,512,212.36
